transaction_id,customer_id,policy_id,transaction_date,product_type,policy_status,premium_amount,province,payment_frequency,payment_status
1635,C0635,P10635,2026-01-25,  annuity  ,Pending,3845.09,Quebec,Annual,Overdue
1838,C0838,P10838,2026-99-99,Annuity,Lapsed,2041.94,British Columbia,Monthly,Paid
1290,C0290,P10290,2026-01-28T00:00:00.000000000,Life,Lapsed,849.81,Ontario,  monthly  ,Overdue
1040,C0040,P10040,2026-02-14,Annuity,  pending  ,835.48,Quebec,Annual,PAID 
1031,C0031,P10031,2026-02-03,Annuity,Active,2278.18,Quebec,Quarterly,Overdue
1243,C0243,P10243,2026-01-23,Life,  lapsed  ,4015.83,BRITISH COLUMBIA ,QUARTERLY ,Pending
1429,C0429,P10429,2026-01-04,Life,  pending  ,1922.88,Nova Scotia,Monthly,
1137,C0137,P10137,2026-02-17,Life,ACTIVE ,1763.48,ALBERTA ,Annual,  pending  
2101,C1101,P11101,2026-01-19,Life,Pending,1182.06,MANITOBA ,  quarterly  ,Pending
1865,C0865,P10865,2026-01-13,Annuity,Pending,4090.16,British Columbia,Quarterly,Overdue
1004,C0004,P10004,2026-03-16,Annuity,Pending,4397.79,British Columbia,Annual,Overdue
1833,C0833,P10833,2026-01-20,Annuity,Active,4939.84,Quebec,Quarterly,Paid
1603,C0603,P10603,2026-03-01,Annuity,Active,2664.78,Nova Scotia,Monthly,Paid
2034,C1034,P11034,2026-03-09,  life  ,Active,INVALID_AMT,Quebec,Annual,Paid
1655,C0655,P10655,2026-01-25,  annuity  ,Pending,4334.87,Manitoba,Annual,Pending
1844,C0844,P10844,2026-01-29,Annuity,Active,-2496.88,British Columbia,Quarterly,Paid
1784,C0784,P10784,2026-02-04T00:00:00.000000000,Life,Active,1492.53,Manitoba,Quarterly,Overdue
2074,C1074,P11074,2026-01-16T00:00:00.000000000,  annuity  ,Pending,4152.96,  manitoba  ,Quarterly,Paid
1443,C0443,P10443,2026-01-27,Life,LAPSED ,4048.69,British Columbia,Quarterly,Pending
2021,C1021,P11021,2026-03-27,  annuity  ,Lapsed,4837.2,British Columbia,Annual,Paid
1436,C0436,P10436,2026-03-07T00:00:00.000000000,Life,Pending,2945.99,Ontario,ANNUAL ,Paid
1671,C0671,P10671,2026-03-21,ANNUITY ,Active,3463.03,MANITOBA ,Annual,Pending
1101,C0101,P10101,2026-03-12,LIFE ,Lapsed,1284.65,Alberta,Quarterly,Pending
1773,C0773,P10773,2026-03-16,Annuity,Pending,3761.72,Alberta,Monthly,Pending
1495,C0495,P10495,2026-03-02,Annuity,Active,1330.08,BRITISH COLUMBIA ,Annual,Overdue
2028,C1028,P11028,2026-03-26,Life,Active,1394.85,British Columbia,Monthly,Paid
1807,C0807,P10807,2026-03-30T00:00:00.000000000,Life,Pending,3481.8,Manitoba,Annual,Paid
2142,C1142,P11142,2026-01-18,LIFE ,Pending,2171.4,Ontario,Quarterly,  paid  
1846,C0846,P10846,2026-02-16,Life,  active  ,3616.82,British Columbia,Quarterly,Overdue
1987,C0987,P10987,2026-01-10T00:00:00.000000000,Life,ACTIVE ,4201.16,  ontario  ,Quarterly,Overdue
1228,C0228,P10228,2026-01-24,Life,Active,4402.02,Quebec,Monthly,Overdue
1006,C0006,P10006,2026-99-99,Annuity,Active,4864.59,Quebec,Quarterly,PENDING 
1672,C0672,P10672,2026-02-28,Life,Lapsed,4402.82,Quebec,Quarterly,Overdue
1859,C0859,P10859,2026-02-02,Annuity,Lapsed,2331.09,  quebec  ,Monthly,Overdue
1925,C0925,P10925,2026-03-12,Life,ACTIVE ,2960.14,Quebec,Annual,Paid
1067,C0067,P10067,2026-02-11,Annuity,Lapsed,4136.54,Ontario,Quarterly,Overdue
1068,C0068,P10068,2026-02-26,Annuity,ACTIVE ,974.72,British Columbia,Quarterly,Paid
1817,C0817,P10817,2026-01-10,LIFE ,Pending,3512.26,Quebec,Quarterly,Overdue
1212,C0212,P10212,2026-03-08,Annuity,Lapsed,4191.92,ALBERTA ,Annual,Pending
1013,C0013,P10013,2026-03-01,Life,Pending,2148.63,Quebec,Annual,Paid
1494,C0494,P10494,2026-03-27,Life,Pending,884.07,Alberta,Quarterly,Overdue
1244,C0244,P10244,2026-02-08,Annuity,ACTIVE ,910.43,British Columbia,Monthly,  overdue  
1300,C0300,P10300,2026-01-30T00:00:00.000000000,Life,Pending,4397.29,Ontario,Monthly,Overdue
1411,C0411,P10411,2026-01-10T00:00:00.000000000,Life,Lapsed,4954.82,Ontario,Monthly,Overdue
1757,C0757,P10757,2026-99-99,Life,Active,3053.93,Nova Scotia,Monthly,Overdue
2075,C1075,P11075,2026-01-11,Life,Active,696.81,Alberta,Annual,Pending
1696,C0696,P10696,2026-01-17,Annuity,Lapsed,3119.77,,Quarterly,Paid
1078,C0078,P10078,2026-02-20T00:00:00.000000000,Annuity,Lapsed,1712.36,Nova Scotia,Monthly,  overdue  
1724,C0724,P10724,2026-01-18,Life,Pending,4389.61,British Columbia,Quarterly,Overdue
2016,C1016,P11016,2026-02-05T00:00:00.000000000,Life,LAPSED ,2871.69,Nova Scotia,Quarterly,Overdue
1528,C0528,P10528,2026-03-01,Life,  active  ,3667.76,Ontario,Monthly,Paid
1600,C0600,P10600,2026-02-28,Annuity,Active,-4230.12,Manitoba,Monthly,Paid
2120,C1120,P11120,2026-02-27T00:00:00.000000000,Life,Lapsed,2157.39,Ontario,Annual,Pending
1567,C0567,P10567,2026-03-10,Annuity,Active,2676.9,Ontario,Quarterly,Pending
1731,C0731,P10731,2026-03-05,Annuity,Active,,Alberta,  monthly  ,  paid  
1274,C0274,P10274,2026-02-01,Life,Lapsed,3002.02,Manitoba,  annual  ,  overdue  
1967,C0967,P10967,2026-01-14,Annuity,Active,1029.42,Ontario,Annual,Pending
1238,C0238,P10238,2026-03-12T00:00:00.000000000,Life,PENDING ,4805.6,BRITISH COLUMBIA ,Quarterly,Overdue
1406,C0406,P10406,2026-01-14,Annuity,Active,1798.84,Quebec,ANNUAL ,Paid
1003,C0003,P10003,2026-03-24,Annuity,Active,949.89,Alberta,Monthly,Paid
1007,C0007,P10007,2026-01-30T00:00:00.000000000,Annuity,Lapsed,1455.53,Alberta,Monthly,Pending
1312,C0312,P10312,2026-02-22T00:00:00.000000000,Annuity,Pending,3133.17,MANITOBA ,Quarterly,Paid
2091,C1091,P11091,2026-01-22T00:00:00.000000000,Annuity,Pending,4931.01,Ontario,Monthly,Pending
1452,C0452,P10452,2026-01-15,Life,Pending,4087.83,Nova Scotia,Monthly,PAID 
1722,C0722,P10722,2026-02-04T00:00:00.000000000,Annuity,Lapsed,640.1,Alberta,ANNUAL ,Overdue
1216,C0216,P10216,2026-01-02,Annuity,Active,675.33,,Monthly,  overdue  
2086,C1086,P11086,2026-99-99,  annuity  ,Lapsed,1635.08,Alberta,MONTHLY ,Paid
1028,C0028,P10028,2026-02-23,Annuity,Pending,INVALID_AMT,Manitoba,Quarterly,Paid
1513,C0513,P10513,2026-01-08,Annuity,Lapsed,621.93,  alberta  ,Monthly,Pending
1362,C0362,P10362,2026-03-22,Life,Active,1745.95,  british columbia  ,Annual,Overdue
1823,C0823,P10823,2026-03-17,Annuity,Pending,2635.84,British Columbia,Quarterly,Overdue
1781,C0781,P10781,2026-01-22,  annuity  ,  pending  ,1995.42,British Columbia,Quarterly,Pending
1629,C0629,P10629,2026-03-09,Annuity,Pending,1482.14,Ontario,Annual,Overdue
1454,C0454,P10454,2026-03-09T00:00:00.000000000,Life,Active,3750.14,,  annual  ,OVERDUE 
1739,C0739,P10739,2026-01-02,Annuity,Lapsed,4089.02,Quebec,Quarterly,Paid
1536,C0536,P10536,2026-03-27,Life,Lapsed,4008.91,Nova Scotia,QUARTERLY ,Overdue
2050,C1050,P11050,2026-02-13,Annuity,Lapsed,2805.0,Ontario,Quarterly,Paid
1399,C0399,P10399,2026-03-07T00:00:00.000000000,Annuity,Lapsed,3005.43,Manitoba,Monthly,  paid  
1257,C0257,P10257,2026-03-06,Life,Lapsed,4461.62,Quebec,Quarterly,Paid
1292,C0292,P10292,2026-01-27,Annuity,Lapsed,3641.73,,Monthly,Pending
1026,C0026,P10026,2026-02-19,Annuity,Pending,3481.35,Alberta,Annual,
1337,C0337,P10337,2026-01-29,Annuity,Lapsed,1161.83,Nova Scotia,Annual,Overdue
1585,C0585,P10585,2026-03-22,Life,Pending,-3464.53,Ontario,Monthly,PENDING 
1048,C0048,P10048,2026-03-14,Annuity,Pending,3304.84,Manitoba,MONTHLY ,Paid
1319,C0319,P10319,2026-02-01,Life,  pending  ,711.03,Nova Scotia,Quarterly,OVERDUE 
1107,C0107,P10107,2026-02-11,Annuity,Active,1660.74,MANITOBA ,Quarterly,Pending
1799,C0799,P10799,2026-01-15T00:00:00.000000000,Life,  pending  ,1561.06,Manitoba,Monthly,Paid
1056,C0056,P10056,2026-01-14T00:00:00.000000000,Life,Active,2722.08,British Columbia,Quarterly,PENDING 
1523,C0523,P10523,2026-02-24,Annuity,  pending  ,4533.51,Alberta,Quarterly,Overdue
1214,C0214,P10214,2026-02-13,  life  ,Active,1732.83,  quebec  ,Monthly,OVERDUE 
1121,C0121,P10121,2026-01-18,Life,Pending,1223.64,Ontario,Quarterly,Pending
1918,C0918,P10918,2026-03-30T00:00:00.000000000,Annuity,Pending,929.91,Manitoba,Annual,Overdue
2068,C1068,P11068,2026-02-10,Life,Lapsed,4819.22,Ontario,Quarterly,Pending
2118,C1118,P11118,2026-03-16,Annuity,Active,3903.19,Quebec,MONTHLY ,Pending
1073,C0073,P10073,2026-01-01,Life,Lapsed,1525.71,Quebec,Annual,Pending
1948,C0948,P10948,2026-01-02,Annuity,Lapsed,2133.25,  nova scotia  ,Annual,Pending
1747,C0747,P10747,2026-03-27T00:00:00.000000000,  life  ,LAPSED ,3871.23,  manitoba  ,Monthly,Pending
1716,C0716,P10716,2026-01-21T00:00:00.000000000,Life,Pending,4592.86,  quebec  ,Monthly,Pending
1558,C0558,P10558,2026-02-15,Life,Pending,711.35,Alberta,  annual  ,Pending
2082,C1082,P11082,2026-02-15,Life,Pending,557.22,Ontario,  monthly  ,
2046,C1046,P11046,2026-03-27T00:00:00.000000000,Life,PENDING ,3365.01,  quebec  ,  monthly  ,Pending
1553,C0553,P10553,2026-02-26,Annuity,Lapsed,1699.24,Manitoba,Annual,Paid
1562,C0562,P10562,2026-01-11T00:00:00.000000000,Life,Lapsed,1799.12,Ontario,Annual,Paid
1425,C0425,P10425,2026-01-14T00:00:00.000000000,ANNUITY ,  active  ,4097.92,Ontario,Quarterly,Paid
2014,C1014,P11014,2026-02-09T00:00:00.000000000,Life,LAPSED ,4162.87,ONTARIO ,Annual,Paid
1326,C0326,P10326,2026-02-16T00:00:00.000000000,Annuity,Active,,Quebec,MONTHLY ,Pending
1924,C0924,P10924,2026-02-06T00:00:00.000000000,Life,Lapsed,3388.87,Nova Scotia,Quarterly,Overdue
1317,C0317,P10317,2026-03-18T00:00:00.000000000,  life  ,Lapsed,1432.52,Nova Scotia,Annual,Overdue
1804,C0804,P10804,2026-02-10,Life,PENDING ,1612.54,Alberta,Quarterly,Overdue
1791,C0791,P10791,2026-02-19,Annuity,Active,4401.64,QUEBEC ,Quarterly,Pending
1529,C0529,P10529,2026-01-01,Annuity,  pending  ,4178.5,Manitoba,Annual,Pending
1837,C0837,P10837,2026-02-25,Life,Lapsed,2820.18,Nova Scotia,QUARTERLY ,  overdue  
1715,C0715,P10715,2026-02-25,Annuity,Pending,2445.51,Alberta,Annual,Overdue
1901,C0901,P10901,2026-03-15,  life  ,  lapsed  ,4099.01,Manitoba,Quarterly,Paid
1061,C0061,P10061,2026-01-04,Life,  pending  ,4584.05,Nova Scotia,Quarterly,Paid
1723,C0723,P10723,2026-01-25,Life,Active,INVALID_AMT,  alberta  ,Quarterly,Paid
1093,C0093,P10093,2026-01-24,Life,PENDING ,2616.35,Quebec,Annual,Pending
1858,C0858,P10858,2026-03-11T00:00:00.000000000,Annuity,Pending,1931.5,Quebec,Monthly,Overdue
1619,C0619,P10619,2026-02-26,Annuity,ACTIVE ,3113.41,British Columbia,Annual,Pending
1352,C0352,P10352,2026-01-05,Life,ACTIVE ,2052.87,British Columbia,  quarterly  ,Overdue
1933,C0933,P10933,2026-03-01T00:00:00.000000000,Life,Lapsed,4184.18,British Columbia,Quarterly,Paid
1281,C0281,P10281,2026-01-01,Life,Active,3324.01,British Columbia,Monthly,Paid
1421,C0421,P10421,2026-03-17T00:00:00.000000000,Annuity,Pending,2206.53,Alberta,Monthly,Overdue
2115,C1115,P11115,2026-01-12,Annuity,Lapsed,3855.8,  british columbia  ,Quarterly,Pending
1360,C0360,P10360,2026-03-27,Life,Pending,867.92,Manitoba,Annual,Overdue
1423,C0423,P10423,2026-01-22,Life,Pending,716.43,Quebec,Annual,Paid
1679,C0679,P10679,2026-01-31T00:00:00.000000000,Life,Pending,INVALID_AMT,Nova Scotia,Monthly,Pending
1527,C0527,P10527,2026-01-19,Annuity,Active,3123.69,British Columbia,Annual,OVERDUE 
1478,C0478,P10478,2026-03-15,Annuity,Pending,4112.84,Ontario,Monthly,Overdue
2095,C1095,P11095,2026-02-21T00:00:00.000000000,  annuity  ,  active  ,4180.03,Manitoba,  monthly  ,Paid
1183,C0183,P10183,2026-01-23,Annuity,Lapsed,2427.42,Alberta,Quarterly,Pending
2092,C1092,P11092,2026-01-22,  annuity  ,Active,2928.0,Ontario,Annual,OVERDUE 
1433,C0433,P10433,2026-02-07,Life,Lapsed,2929.01,ONTARIO ,Annual,Paid
1111,C0111,P10111,2026-01-12T00:00:00.000000000,Annuity,Active,3012.32,British Columbia,Monthly,Overdue
1371,C0371,P10371,2026-01-18,  life  ,Active,,Quebec,Monthly,Paid
1240,C0240,P10240,2026-01-16T00:00:00.000000000,Life,Pending,2518.0,Manitoba,Quarterly,Pending
1709,C0709,P10709,2026-01-15,Annuity,ACTIVE ,4076.64,Quebec,Monthly,OVERDUE 
1630,C0630,P10630,2026-99-99,Annuity,Pending,4038.55,Ontario,Monthly,Pending
1594,C0594,P10594,2026-99-99,Annuity,Active,652.76,Manitoba,  quarterly  ,Pending
1486,C0486,P10486,2026-01-25T00:00:00.000000000,Life,Active,2742.65,Nova Scotia,Quarterly,  pending  
1701,C0701,P10701,2026-02-21,Life,Pending,3912.18,Manitoba,Quarterly,Paid
1262,C0262,P10262,2026-99-99,Life,Pending,3672.88,  ontario  ,Annual,Overdue
1480,C0480,P10480,2026-03-04T00:00:00.000000000,Annuity,ACTIVE ,2365.27,British Columbia,Quarterly,Pending
1650,C0650,P10650,2026-03-30T00:00:00.000000000,Life,Active,3168.23,Nova Scotia,Monthly,Pending
1340,C0340,P10340,2026-03-29,  annuity  ,LAPSED ,706.38,Ontario,Quarterly,  paid  
1669,C0669,P10669,2026-03-18T00:00:00.000000000,Life,Lapsed,1701.63,Manitoba,MONTHLY ,Pending
1552,C0552,P10552,2026-03-27,Annuity,Active,1115.99,Ontario,Annual,Paid
1459,C0459,P10459,2026-03-15,Life,PENDING ,2041.36,Nova Scotia,MONTHLY ,Overdue
1184,C0184,P10184,2026-01-12,Annuity,Active,2340.29,Ontario,Quarterly,Overdue
1138,C0138,P10138,2026-02-04,Life,Lapsed,3958.49,British Columbia,  monthly  ,Pending
2043,C1043,P11043,2026-02-27,Annuity,Pending,1638.76,Ontario,Monthly,Pending
1707,C0707,P10707,2026-01-29,Life,LAPSED ,4749.37,Nova Scotia,Quarterly,Pending
1582,C0582,P10582,2026-02-16T00:00:00.000000000,Annuity,  active  ,890.17,British Columbia,Annual,Paid
1081,C0081,P10081,2026-02-21,Annuity,Lapsed,2136.33,Quebec,Quarterly,Overdue
1769,C0769,P10769,2026-03-21,Annuity,Pending,2964.17,Ontario,Annual,Overdue
1870,C0870,P10870,2026-03-17,Life,Pending,3244.24,Quebec,ANNUAL ,Pending
1762,C0762,P10762,2026-01-06,Annuity,Pending,3176.49,British Columbia,Monthly,Pending
1030,C0030,P10030,2026-01-18,Annuity,  active  ,3988.1,Quebec,Quarterly,Paid
1542,C0542,P10542,2026-01-25T00:00:00.000000000,Annuity,Lapsed,1660.49,Nova Scotia,Monthly,Pending
1166,C0166,P10166,2026-03-04,ANNUITY ,Lapsed,661.74,Quebec,Quarterly,OVERDUE 
1249,C0249,P10249,2026-03-17T00:00:00.000000000,Annuity,LAPSED ,3596.14,British Columbia,Monthly,Pending
1308,C0308,P10308,2026-01-01,Annuity,Pending,561.52,Nova Scotia,Annual,Pending
1448,C0448,P10448,2026-03-15,Life,Active,2039.37,British Columbia,ANNUAL ,Overdue
1347,C0347,P10347,2026-01-04T00:00:00.000000000,Annuity,Pending,2055.5,Alberta,Monthly,Pending
1335,C0335,P10335,2026-01-30,Annuity,Lapsed,3299.39,Nova Scotia,Annual,Overdue
1286,C0286,P10286,2026-01-24,Life,Pending,3290.6,Nova Scotia,Monthly,Overdue
1950,C0950,P10950,2026-01-30,Life,Active,2001.06,British Columbia,Quarterly,Overdue
1098,C0098,P10098,2026-02-28T00:00:00.000000000,Life,PENDING ,1491.08,British Columbia,Annual,Paid
1468,C0468,P10468,2026-02-20,  life  ,Pending,3814.0,ONTARIO ,  annual  ,Pending
2037,C1037,P11037,2026-02-11,Life,Pending,4032.57,Manitoba,Quarterly,OVERDUE 
1913,C0913,P10913,2026-02-11,Annuity,Active,4550.1,Quebec,Quarterly,Pending
1756,C0756,P10756,2026-01-22,Annuity,Lapsed,1949.43,  ontario  ,MONTHLY ,PAID 
1945,C0945,P10945,2026-02-13,Annuity,Lapsed,-1959.5,Quebec,Monthly,Overdue
1614,C0614,P10614,2026-01-13,Life,Lapsed,2880.22,  ontario  ,Quarterly,Pending
1802,C0802,P10802,2026-01-14,Life,Active,4871.28,Nova Scotia,Annual,Paid
1758,C0758,P10758,2026-02-15,Life,Active,3619.37,Quebec,Annual,Overdue
1689,C0689,P10689,2026-03-24T00:00:00.000000000,Annuity,Lapsed,3924.63,Alberta,Quarterly,Pending
1066,C0066,P10066,2026-03-27T00:00:00.000000000,Life,Lapsed,4462.11,Alberta,Quarterly,Paid
1794,C0794,P10794,2026-02-05T00:00:00.000000000,Life,Pending,2397.74,Ontario,Quarterly,PENDING 
1744,C0744,P10744,2026-02-07T00:00:00.000000000,Life,Lapsed,1812.48,  british columbia  ,  quarterly  ,Pending
1568,C0568,P10568,2026-02-05,  annuity  ,Lapsed,2929.29,Quebec,Quarterly,Overdue
2084,C1084,P11084,2026-02-01,Annuity,Lapsed,1926.15,Nova Scotia,Monthly,  pending  
2099,C1099,P11099,2026-03-02T00:00:00.000000000,ANNUITY ,Lapsed,3845.41,Quebec,Monthly,Paid
1303,C0303,P10303,2026-01-18,Annuity,Pending,4942.74,  manitoba  ,Monthly,Overdue
1255,C0255,P10255,2026-02-06,Annuity,Pending,1549.53,Nova Scotia,  annual  ,Pending
1959,C0959,P10959,2026-99-99,Annuity,Active,2221.37,Ontario,Monthly,Pending
2024,C1024,P11024,2026-03-20,Life,Pending,3119.67,Quebec,Annual,Paid
1313,C0313,P10313,2026-02-22,Life,Lapsed,4751.45,Quebec,Quarterly,Pending
1530,C0530,P10530,2026-01-20,Annuity,Lapsed,2011.4,Quebec,  quarterly  ,  pending  
1222,C0222,P10222,2026-03-16,Annuity,Lapsed,4448.62,Ontario,Monthly,Overdue
1389,C0389,P10389,2026-01-04,Annuity,Active,4328.68,Quebec,Annual,
1236,C0236,P10236,2026-99-99,Annuity,PENDING ,4813.44,Ontario,  monthly  ,Paid
1810,C0810,P10810,2026-03-07,Annuity,Lapsed,4360.94,British Columbia,Annual,Overdue
1483,C0483,P10483,2026-02-03T00:00:00.000000000,Life,Active,-4633.05,Nova Scotia,Quarterly,Overdue
1713,C0713,P10713,2026-03-16,Annuity,Lapsed,1729.67,Nova Scotia,Quarterly,Paid
1306,C0306,P10306,2026-03-27,Life,  active  ,4231.24,Quebec,Annual,Overdue
2111,C1111,P11111,2026-01-27,Annuity,Lapsed,3595.48,Nova Scotia,Monthly,Pending
2090,C1090,P11090,2026-03-16,Life,Lapsed,1940.27,Quebec,Annual,Paid
1772,C0772,P10772,2026-03-01,LIFE ,ACTIVE ,3792.15,Ontario,Monthly,Paid
1917,C0917,P10917,2026-03-01,Life,Lapsed,3521.41,British Columbia,Monthly,Paid
2139,C1139,P11139,2026-01-31,Annuity,Lapsed,4213.09,Ontario,Monthly,Pending
1250,C0250,P10250,2026-02-27T00:00:00.000000000,Annuity,Active,3281.98,Nova Scotia,Annual,Pending
1760,C0760,P10760,2026-02-13T00:00:00.000000000,Life,Active,970.56,Ontario,Annual,Paid
1595,C0595,P10595,2026-01-07,Life,Pending,1838.07,Quebec,Quarterly,Pending
1072,C0072,P10072,2026-03-30T00:00:00.000000000,Annuity,Lapsed,1931.02,Manitoba,  quarterly  ,Paid
1095,C0095,P10095,2026-01-16T00:00:00.000000000,Annuity,Pending,4258.86,Manitoba,Annual,  pending  
1546,C0546,P10546,2026-03-28,Annuity,Lapsed,3574.33,Quebec,Monthly,Overdue
1034,C0034,P10034,2026-03-28,Life,Active,2843.75,  british columbia  ,Monthly,Paid
1862,C0862,P10862,2026-03-16,Life,Pending,4453.32,Nova Scotia,MONTHLY ,Pending
1579,C0579,P10579,2026-02-13,Annuity,  active  ,4133.44,Alberta,Annual,Overdue
1449,C0449,P10449,2026-02-07,Annuity,Pending,2914.17,Alberta,Monthly,Overdue
1446,C0446,P10446,2026-03-09T00:00:00.000000000,Annuity,Lapsed,3064.5,Ontario,Annual,Overdue
1260,C0260,P10260,2026-02-05,Annuity,Active,INVALID_AMT,British Columbia,Quarterly,Paid
1205,C0205,P10205,2026-01-04T00:00:00.000000000,Annuity,Pending,3271.33,Ontario,Quarterly,  overdue  
1573,C0573,P10573,2026-01-17T00:00:00.000000000,  life  ,Active,,Quebec,Quarterly,
1824,C0824,P10824,2026-02-13,Annuity,PENDING ,2508.66,Alberta,Monthly,  overdue  
1586,C0586,P10586,2026-03-21,Life,Active,4321.38,Quebec,Annual,Paid
1366,C0366,P10366,2026-03-31,Life,Pending,3919.8,  manitoba  ,Annual,Overdue
1812,C0812,P10812,2026-02-09T00:00:00.000000000,Annuity,ACTIVE ,3194.21,Ontario,Quarterly,Paid
1078,C0078,P10078,2026-02-20T00:00:00.000000000,Annuity,Lapsed,-1712.36,Nova Scotia,Monthly,Overdue
1085,C0085,P10085,2026-01-02T00:00:00.000000000,Life,Pending,2762.06,British Columbia,Annual,Paid
1539,C0539,P10539,2026-03-22,Life,Lapsed,2681.5,Manitoba,Quarterly,Pending
1083,C0083,P10083,2026-02-08,Annuity,Lapsed,2737.62,Manitoba,Monthly,PENDING 
1458,C0458,P10458,2026-01-20T00:00:00.000000000,Annuity,Pending,1317.19,QUEBEC ,Monthly,Paid
2138,C1138,P11138,2026-03-17,ANNUITY ,Pending,-4032.04,Quebec,Annual,Overdue
1615,C0615,P10615,2026-02-01,Life,Lapsed,4696.65,Manitoba,Monthly,Paid
1511,C0511,P10511,2026-03-28,Life,Pending,4905.19,Alberta,Quarterly,Pending
2076,C1076,P11076,2026-01-17,Annuity,Active,4676.38,British Columbia,QUARTERLY ,  pending  
1737,C0737,P10737,2026-02-07,Life,Active,1514.93,Ontario,Quarterly,Pending
1437,C0437,P10437,2026-02-20,Annuity,Pending,2942.82,Quebec,Annual,Overdue
1555,C0555,P10555,2026-02-22,Annuity,Active,1289.17,British Columbia,Monthly,
2080,C1080,P11080,2026-99-99,Annuity,Active,4677.43,Ontario,Annual,Pending
2062,C1062,P11062,2026-02-07,Annuity,Lapsed,871.78,Quebec,Annual,Pending
1351,C0351,P10351,2026-02-20T00:00:00.000000000,Annuity,  active  ,683.91,Alberta,Monthly,Pending
1197,C0197,P10197,2026-03-17,Annuity,Pending,INVALID_AMT,Manitoba,Annual,Paid
1465,C0465,P10465,2026-03-09T00:00:00.000000000,Life,Pending,4055.38,Ontario,QUARTERLY ,Pending
1589,C0589,P10589,2026-01-26,Life,ACTIVE ,732.18,BRITISH COLUMBIA ,Annual,Paid
1006,C0006,P10006,2026-02-22,Annuity,Active,4864.59,Quebec,Quarterly,Pending
1311,C0311,P10311,2026-01-05,Life,Lapsed,4984.87,Alberta,Annual,  paid  
1662,C0662,P10662,2026-01-18T00:00:00.000000000,Annuity,ACTIVE ,864.71,Nova Scotia,Annual,Pending
1405,C0405,P10405,2026-02-16,  life  ,Lapsed,3682.54,Quebec,  annual  ,Pending
1510,C0510,P10510,2026-02-03T00:00:00.000000000,Life,Pending,2339.3,Quebec,Quarterly,  overdue  
2044,C1044,P11044,2026-01-21,Life,Active,4213.09,Quebec,  annual  ,Paid
2058,C1058,P11058,2026-03-24,ANNUITY ,  active  ,3476.17,British Columbia,Monthly,Paid
1105,C0105,P10105,2026-02-26,Life,Active,1010.63,  ontario  ,Annual,Paid
1537,C0537,P10537,2026-03-22T00:00:00.000000000,Annuity,Pending,4408.11,Nova Scotia,Annual,Overdue
1606,C0606,P10606,2026-99-99,Annuity,  active  ,794.1,QUEBEC ,Quarterly,Paid
1063,C0063,P10063,2026-01-15,Life,Active,3899.98,  quebec  ,  quarterly  ,Overdue
1282,C0282,P10282,2026-01-03T00:00:00.000000000,Annuity,Pending,4555.21,ONTARIO ,Annual,Overdue
2056,C1056,P11056,2026-02-27T00:00:00.000000000,Life,Lapsed,2578.76,NOVA SCOTIA ,Quarterly,Paid
1239,C0239,P10239,2026-02-21,ANNUITY ,Pending,3080.47,Quebec,Annual,Pending
1224,C0224,P10224,2026-02-05,Life,Lapsed,1298.48,Quebec,Monthly,Pending
1146,C0146,P10146,2026-02-01T00:00:00.000000000,LIFE ,Lapsed,4330.12,Quebec,Annual,Pending
2119,C1119,P11119,2026-03-11,Life,Pending,4444.93,Ontario,Quarterly,Paid
1374,C0374,P10374,2026-02-26,Life,Pending,4283.19,Quebec,Monthly,Overdue
1119,C0119,P10119,2026-03-25T00:00:00.000000000,Life,Active,3113.09,Nova Scotia,Quarterly,  paid  
1803,C0803,P10803,2026-02-06,  annuity  ,Pending,4344.73,Ontario,Monthly,Overdue
1251,C0251,P10251,2026-01-07T00:00:00.000000000,Life,Pending,2417.41,Quebec,Monthly,Overdue
1039,C0039,P10039,2026-02-10T00:00:00.000000000,Life,LAPSED ,1833.23,Nova Scotia,Quarterly,Pending
1010,C0010,P10010,2026-01-22,Life,Pending,531.8,British Columbia,Annual,Paid
1450,C0450,P10450,2026-02-16T00:00:00.000000000,Annuity,Lapsed,4309.04,British Columbia,Annual,  paid  
1874,C0874,P10874,2026-02-04,Annuity,Active,1522.71,Alberta,Quarterly,PENDING 
1390,C0390,P10390,2026-03-03,Annuity,ACTIVE ,1782.93,Nova Scotia,Monthly,Paid
1966,C0966,P10966,2026-01-16T00:00:00.000000000,Annuity,Active,2780.77,Alberta,Monthly,Paid
1461,C0461,P10461,2026-02-16,Annuity,Pending,1795.68,Alberta,Monthly,Paid
2147,C1147,P11147,2026-03-11T00:00:00.000000000,Annuity,Pending,-4960.07,  nova scotia  ,Quarterly,Paid
1145,C0145,P10145,2026-03-04,Annuity,Active,1875.64,British Columbia,Annual,Paid
1502,C0502,P10502,2026-01-16,  life  ,Pending,3041.79,QUEBEC ,  quarterly  ,Pending
2108,C1108,P11108,2026-03-05T00:00:00.000000000,Life,Pending,4100.32,Ontario,  monthly  ,Overdue
1540,C0540,P10540,2026-03-22,Annuity,Pending,1709.05,Nova Scotia,Quarterly,OVERDUE 
1178,C0178,P10178,2026-01-13,Life,Lapsed,4862.92,Ontario,Annual,Pending
1953,C0953,P10953,2026-01-31,Life,Pending,3896.77,Alberta,Monthly,Pending
2051,C1051,P11051,2026-01-08,Life,Pending,687.53,Quebec,Monthly,Paid
